Player,Age,Team,Pos,G,GS,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds_sack,Sk%,NY/A,ANY/A,4QC,GWD,FP
Andy Dalton,37,CAR,QB,12.5,12.0,251.0,401.0,62.728571428571435,2821.4285714285716,18.071428571428573,4.45,10.714285714285714,2.5785714285714283,136.35714285714286,45.00714285714286,67.35714285714286,6.928571428571429,,11.057142857142855,215.84285714285718,87.3142857142857,51.00714285714286,25.357142857142858,165.57142857142858,5.819285714285714,6.13857142857143,5.880714285714285,1.7857142857142858,2.0714285714285716,199.8571428571429
Tyler Huntley,26,MIA,QB,5.0,2.8,61.4,95.0,62.67999999999999,557.2,2.2,2.7600000000000002,2.0,1.4200000000000002,28.8,37.239999999999995,28.6,5.28,,8.400000000000002,95.60000000000001,79.55999999999999,38.260000000000005,8.8,52.2,6.904000000000001,4.444000000000001,4.36,0.6,0.6,31.488000000000007
Jacoby Brissett,32,NWE,QB,9.666666666666666,5.888888888888889,119.55555555555556,195.66666666666666,57.833333333333336,1266.6666666666667,5.888888888888889,2.9444444444444446,2.6666666666666665,0.7555555555555555,62.0,38.17777777777778,45.55555555555556,5.633333333333333,,9.4,109.17777777777776,81.93333333333334,61.25555555555555,16.444444444444443,104.0,7.720000000000001,4.707777777777778,4.958888888888889,0.5555555555555556,0.6666666666666666,80.66666666666667
Michael Penix,24,ATL,QB,5.0,3.0,61.0,105.0,58.1,775.0,3.0,2.9,3.0,2.9,35.0,42.2,42.0,7.4,,12.7,155.0,78.9,51.0,4.0,14.0,3.67,6.98,6.29,0.0,0.0,43.0
Malik Willis,25,GNB,QB,6.0,1.6666666666666667,25.0,40.0,68.3,300.0,1.0,1.8666666666666665,1.0,1.6333333333333335,10.666666666666666,37.03333333333333,49.0,9.833333333333334,,13.733333333333334,45.93333333333334,95.43333333333334,31.966666666666665,7.333333333333333,38.666666666666664,23.80666666666667,5.453333333333333,5.1433333333333335,0.0,0.3333333333333333,16.0
Desmond Ridder,25,LVR,QB,8.333333333333334,6.0,124.66666666666667,196.0,62.96666666666667,1334.0,5.333333333333333,2.4,4.666666666666667,1.8333333333333333,65.66666666666667,43.63333333333333,46.333333333333336,6.3,,9.966666666666667,147.46666666666667,81.13333333333334,40.03333333333333,16.666666666666668,98.0,8.396666666666667,5.296666666666667,4.989999999999999,1.0,1.6666666666666667,76.02666666666667
Dorian Thompson-Robinson,25,CLE,QB,7.5,2.5,60.5,115.0,52.650000000000006,440.0,0.5,0.45,5.0,4.35,23.0,31.700000000000003,26.0,3.8,,7.25,58.95,45.35,26.9,7.0,53.5,5.715,3.17,1.42,0.0,0.5,10.600000000000001
Marcus Mariota,31,WAS,QB,9.3,7.4,136.1,216.2,62.81999999999999,1618.4,9.7,4.35,5.5,2.26,77.3,46.660000000000004,49.7,7.029999999999999,,11.100000000000001,160.43,89.24000000000001,60.419999999999995,18.9,122.7,7.1019999999999985,6.055000000000001,5.918,1.2,1.5,111.936
Joshua Dobbs,29,SFO,QB,5.142857142857143,3.857142857142857,86.57142857142857,138.0,63.628571428571426,820.7142857142857,4.285714285714286,2.3714285714285714,3.5714285714285716,3.3000000000000003,42.42857142857143,42.016666666666666,38.142857142857146,5.057142857142858,,8.214285714285714,137.31428571428572,71.62857142857143,47.475,9.714285714285714,69.71428571428571,4.691428571428571,4.430000000000001,3.45,0.2857142857142857,0.2857142857142857,51.4
Jimmy Garoppolo,33,LAR,QB,7.454545454545454,5.818181818181818,118.54545454545455,176.0,63.03636363636363,1438.909090909091,8.727272727272727,4.445454545454546,4.7272727272727275,2.1999999999999997,68.72727272727273,48.540000000000006,51.81818181818182,7.363636363636362,,11.409090909090908,184.30909090909088,91.91818181818184,48.91818181818182,12.727272727272727,85.0909090909091,7.063636363636365,6.345454545454545,6.25090909090909,1.1818181818181819,1.1818181818181819,100.46545454545455
Tanner McKee,24,PHI,QB,2.0,1.0,30.0,45.0,66.7,323.0,4.0,8.9,0.0,0.0,17.0,48.9,25.0,7.2,,10.8,161.5,117.2,68.5,2.0,17.0,4.26,6.51,8.21,0.0,0.0,36.92
Kenny Pickett,26,PHI,QB,10.0,8.333333333333334,157.0,251.66666666666666,61.5,1588.3333333333333,5.0,2.8333333333333335,4.666666666666667,1.9666666666666668,75.33333333333333,41.86666666666667,59.333333333333336,6.5,,10.566666666666668,138.53333333333333,81.53333333333335,55.800000000000004,18.0,129.33333333333334,7.273333333333333,5.473333333333333,5.163333333333333,2.0,2.3333333333333335,84.2
Tim Boyle,30,NYG,QB,3.25,0.625,21.0,35.375,55.55714285714286,185.75,0.75,1.5285714285714285,1.75,6.114285714285714,8.625,37.714285714285715,26.714285714285715,4.957142857142857,,9.757142857142858,69.3375,58.47142857142858,28.040000000000003,1.75,12.125,15.2525,2.64875,0.5437500000000002,0.0,0.0,8.43
Tim Boyle,30,NYG,QB,3.25,0.625,21.0,35.375,55.55714285714286,185.75,0.75,1.5285714285714285,1.75,6.114285714285714,8.625,37.714285714285715,26.714285714285715,4.957142857142857,,9.757142857142858,69.3375,58.47142857142858,28.040000000000003,1.75,12.125,15.2525,2.64875,0.5437500000000002,0.0,0.0,8.43
Tim Boyle,30,NYG,QB,3.25,0.625,21.0,35.375,55.55714285714286,185.75,0.75,1.5285714285714285,1.75,6.114285714285714,8.625,37.714285714285715,26.714285714285715,4.957142857142857,,9.757142857142858,69.3375,58.47142857142858,28.040000000000003,1.75,12.125,15.2525,2.64875,0.5437500000000002,0.0,0.0,8.43
Trey Lance,24,DAL,QB,4.0,1.6666666666666667,27.0,47.666666666666664,55.699999999999996,354.3333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.8000000000000003,15.333333333333334,37.333333333333336,51.0,7.1000000000000005,,12.733333333333334,88.0,74.03333333333335,38.06666666666667,3.3333333333333335,15.666666666666666,6.760000000000001,6.283333333333334,5.536666666666666,0.0,0.0,21.506666666666664
Tommy DeVito,26,NYG,QB,6.0,4.0,72.5,111.0,67.25,679.0,4.0,2.25,1.5,0.85,30.5,39.05,32.0,6.0,,9.0,104.0,87.15,25.35,21.5,113.5,14.605,4.365,4.425,0.5,1.0,48.16
Joe Milton,24,NWE,QB,1.0,0.0,22.0,29.0,75.9,241.0,1.0,3.4,0.0,0.0,14.0,58.6,48.0,8.3,,11.0,241.0,111.4,72.4,0.0,0.0,0.0,8.31,9.0,0.0,0.0,15.64
Jake Haener,25,NOR,QB,8.0,1.0,18.0,39.0,46.2,226.0,1.0,2.6,1.0,2.6,10.0,31.1,36.0,5.8,,12.6,28.3,62.6,14.4,6.0,55.0,13.33,3.8,3.24,0.0,0.0,13.040000000000001
Davis Mills,26,HOU,QB,9.5,6.5,148.25,237.0,57.4,1541.75,8.75,3.175,6.25,1.4,68.5,39.349999999999994,42.25,5.9,,10.25,123.65,79.15,48.2,16.5,120.25,5.8774999999999995,5.1075,5.1125,0.5,0.75,101.67
Brandon Allen,32,SFO,QB,3.6,2.0,33.2,58.6,63.3,362.0,2.2,3.2600000000000002,1.6,2.38,15.2,31.439999999999998,43.4,6.18,,10.26,93.96000000000001,77.88000000000001,33.78,4.6,29.0,11.232,5.096,4.6979999999999995,0.2,0.4,24.48
Skylar Thompson,27,MIA,QB,5.0,1.5,40.5,69.0,60.35,360.5,0.5,0.5,1.5,1.45,17.0,37.25,27.0,5.4,,8.9,69.3,70.45,16.3,6.0,42.0,10.395,4.0600000000000005,3.54,0.0,0.5,14.420000000000002
Mitchell Trubisky,30,BUF,QB,9.75,7.125,152.375,237.25,66.4875,1589.375,9.25,3.7375,6.0,3.6875,80.125,46.150000000000006,50.125,6.525,,9.875,145.0125,83.38749999999999,53.9375,16.125,101.0,4.7875,5.907500000000001,5.02375,0.625,1.0,107.075
Bailey Zappe,25,CLE,QB,5.0,3.0,69.33333333333333,111.66666666666667,60.73333333333333,741.0,4.0,3.7999999999999994,4.666666666666667,4.666666666666667,32.666666666666664,39.53333333333333,43.666666666666664,6.666666666666667,,10.866666666666667,164.16666666666666,73.80000000000001,26.433333333333337,10.666666666666666,78.66666666666667,6.6000000000000005,5.760000000000001,4.510000000000001,0.0,0.3333333333333333,44.306666666666665
Tyrod Taylor,35,NYJ,QB,6.714285714285714,4.142857142857143,77.5,125.14285714285714,62.56923076923077,875.2857142857143,4.857142857142857,4.907692307692307,2.0714285714285716,3.6384615384615384,39.714285714285715,43.88181818181818,39.07692307692308,6.984615384615386,,10.484615384615383,87.52142857142857,85.26923076923077,40.792857142857144,12.642857142857142,71.85714285714286,12.827692307692306,4.983076923076923,4.412307692307691,0.35714285714285715,0.42857142857142855,60.011428571428574
Carson Wentz,32,KAN,QB,10.88888888888889,10.444444444444445,231.66666666666666,369.6666666666667,63.57777777777778,2490.0,17.0,4.544444444444445,7.444444444444445,2.1222222222222222,124.55555555555556,44.31111111111111,57.77777777777778,6.711111111111112,,10.544444444444444,198.87777777777777,89.38888888888889,55.53333333333333,27.0,172.77777777777777,8.207777777777778,5.646666666666667,5.614444444444445,1.3333333333333333,1.4444444444444444,186.71111111111114
Hendon Hooker,26,DET,QB,3.0,0.0,6.0,9.0,66.7,62.0,0.0,0.0,0.0,0.0,3.0,40.0,21.0,6.9,,10.3,20.7,86.3,42.6,1.0,9.0,10.0,5.3,5.3,0.0,0.0,2.48
Nick Mullens,29,MIN,QB,4.714285714285714,2.857142857142857,75.71428571428571,115.0,74.53333333333335,918.4285714285714,4.857142857142857,3.4,4.428571428571429,2.7833333333333337,43.57142857142857,59.73333333333333,44.5,9.583333333333334,,12.433333333333332,143.14285714285714,95.31666666666666,53.62857142857143,6.857142857142857,53.0,3.141666666666667,9.07,8.531666666666668,0.14285714285714285,0.42857142857142855,57.022857142857134
Jaxon Smith-Njigba,22,SEA,WR,17.0,16.0,1.0,1.0,100.0,35.0,0.0,0.0,0.0,0.0,1.0,100.0,35.0,35.0,,35.0,2.1,118.7,100.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,1.4000000000000001
AJ Cole III,29,LVR,P,17.0,0.0,1.0,1.0,100.0,34.0,0.0,0.0,0.0,0.0,1.0,100.0,34.0,34.0,,34.0,2.0,118.7,,0.0,0.0,0.0,34.0,34.0,0.0,0.0,1.36
Courtland Sutton,29,DEN,WR,16.666666666666668,14.333333333333334,1.3333333333333333,1.3333333333333333,100.0,28.0,0.3333333333333333,16.666666666666668,0.0,0.0,1.3333333333333333,100.0,27.333333333333332,23.0,,23.0,1.7,131.9,100.0,0.0,0.0,0.0,23.0,26.333333333333332,0.0,0.0,3.12
Taylor Heinicke,31,LAC,QB,6.0,4.142857142857143,86.71428571428571,138.71428571428572,66.60000000000001,951.8571428571429,5.571428571428571,2.7714285714285714,4.0,1.9285714285714286,46.857142857142854,42.72857142857142,42.714285714285715,7.0,,10.571428571428571,115.08571428571427,85.25714285714285,29.45714285714286,10.285714285714286,76.28571428571429,16.48857142857143,3.795714285714286,3.4928571428571433,0.7142857142857143,0.7142857142857143,63.50285714285715
Mike White,29,BUF,QB,3.75,1.75,49.75,81.0,59.05,561.75,2.25,5.55,3.25,6.2749999999999995,26.75,30.2,42.5,7.2,,11.625,144.14999999999998,77.125,27.375,3.25,23.5,1.9575,6.9575000000000005,5.2725,0.25,0.25,29.47
Sam Howell,24,SEA,QB,6.666666666666667,6.0,134.66666666666666,215.0,52.333333333333336,1379.6666666666667,7.333333333333333,2.9,7.666666666666667,5.266666666666667,62.333333333333336,28.900000000000002,38.333333333333336,5.666666666666667,,10.133333333333335,137.70000000000002,58.833333333333336,31.33333333333333,24.0,160.33333333333334,15.153333333333334,4.173333333333333,2.703333333333333,0.6666666666666666,0.6666666666666666,83.85333333333334
Adonai Mitchell,22,IND,WR,17.0,7.0,1.0,1.0,100.0,24.0,0.0,0.0,0.0,0.0,1.0,100.0,24.0,24.0,,24.0,1.4,118.7,73.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.96
Justin Jefferson,25,MIN,WR,15.25,15.0,1.25,2.0,62.5,22.75,0.0,0.0,0.0,0.0,1.25,83.33333333333333,23.0,11.95,,18.833333333333332,1.3499999999999999,89.3,46.074999999999996,0.0,0.0,0.0,11.9375,11.9375,0.0,0.0,0.91
Taysom Hill,34,NOR,TE,14.285714285714286,7.0,27.571428571428573,43.142857142857146,56.67142857142858,338.42857142857144,1.5714285714285714,3.6999999999999997,1.2857142857142858,6.385714285714286,15.714285714285714,40.48571428571429,44.0,8.385714285714284,,15.057142857142855,24.24285714285714,82.0,63.88571428571429,4.142857142857143,25.857142857142858,9.764285714285714,6.987142857142857,4.914285714285714,0.0,0.14285714285714285,20.39428571428571
Cedrick Wilson Jr.,29,NOR,WR,15.4,2.2,1.2,1.2,100.0,26.4,0.4,50.0,0.0,0.0,1.0,66.66666666666667,22.666666666666668,20.599999999999998,,20.599999999999998,1.6600000000000001,143.73333333333332,59.81999999999999,0.6,3.2,50.0,7.366,11.366,0.0,0.0,3.4560000000000004
